Data_ID	Sequence_Name	RNA_Size	ORF_Size	Ficket_Score	Hexamer_Score	Coding_Probability	Coding_Label
4357	TCONS_00215645 	736	198	0.5148	-0.274634012765	0.002032102005318	no
4358	TCONS_00215646 	1880	279	0.4953	-0.129292504789	0.011073951824024	no
4359	TCONS_00215647 	1125	120	0.6449	0.0452973647309	0.010534772371762	no
4360	TCONS_00215648 	679	141	0.5598	-0.218166203737	0.001841664719859	no
4361	TCONS_00215649 	1090	231	0.4727	-0.398785839886	0.001097808164745	no
4362	TCONS_00215650 	5350	357	0.542	-0.213235670241	0.013831115872459	no
4363	TCONS_00215651 	3875	288	1.2007	0.0680231861808	0.2695803883584	no
4364	TCONS_00215652 	589	126	0.5683	-0.250658396668	0.001305615663813	no
4365	TCONS_00215653 	1091	180	1.0596	-0.114205492286	0.025534482061699	no
4366	TCONS_00215654 	1537	189	0.6863	0.0266966326901	0.021578855049623	no
4367	TCONS_00215655 	1005	261	0.5166	-0.0933695828202	0.013004080204003	no
4368	TCONS_00215656 	1793	288	0.5125	0.00542960739674	0.030891401543148	no
4369	TCONS_00215657 	1149	483	0.8224	-0.0608208853959	0.31815983319565	no
4370	TCONS_00215658 	991	192	0.6592	-0.00235852758286	0.017539218322996	no
4371	TCONS_00215659 	2643	417	0.522	-0.0228944448569	0.094493678063026	no
4372	TCONS_00215660 	1663	204	0.534	-0.0726532830001	0.008209877635414	no
4373	TCONS_00215661 	636	123	1.086	0.144155329432	0.080044902339015	no
4374	TCONS_00215662 	775	216	0.6827	-0.331913768485	0.002857174229146	no
4375	TCONS_00215663 	1579	222	0.6887	-0.068828986035	0.016574882462222	no
4376	TCONS_00215664 	1908	588	0.4856	0.0199913743505	0.45072293947703	yes
4377	TCONS_00215665 	1157	222	0.581	-0.213626431914	0.004716616823815	no
4378	TCONS_00215666 	3166	312	0.4994	-0.0714086252911	0.021493752120039	no
4379	TCONS_00215667 	1526	276	0.4776	-0.019352631459	0.021192144430249	no
4380	TCONS_00215668 	1488	201	0.8413	0.0319729616648	0.040711878069065	no
4381	TCONS_00215669 	1883	285	0.6257	0.0317271350121	0.049524189032583	no
4382	TCONS_00215670 	952	267	0.5013	-0.128907050129	0.01051875781447	no
4383	TCONS_00215671 	462	180	0.543	-0.0366792959756	0.008880853519723	no
4384	TCONS_00213930 	6361	423	0.4634	-0.116295607162	0.038359536784828	no
4385	TCONS_00215672 	847	120	0.4714	-0.2365291138	0.000975604784135	no
4386	TCONS_00215673 	1274	252	0.6596	-0.0468439716801	0.024445517847858	no
4387	TCONS_00215674 	1083	435	0.913	0.0815352765937	0.48684430472042	yes
4388	TCONS_00215675 	1661	207	0.4529	0.0612579981541	0.015792727523787	no
4389	TCONS_00215676 	2269	447	0.4728	0.0236427024419	0.14676192864761	no
4390	TCONS_00215677 	797	81	0.7363	-0.0672910436397	0.004494446867263	no
4391	TCONS_00215678 	1012	195	1.0062	0.218374840667	0.19049099208349	no
4392	TCONS_00215679 	947	438	0.553	0.0353310256836	0.19029321766919	no
4393	TCONS_00215680 	790	354	0.7013	-0.0168978776329	0.097471326395329	no
4394	TCONS_00215681 	1171	417	0.9536	-0.0482557243777	0.27250231750689	no
4395	TCONS_00215682 	578	174	0.5541	-0.169582644852	0.003577659415627	no
4396	TCONS_00215683 	2517	186	0.9505	-0.0163027013958	0.033570433620749	no
4397	TCONS_00215684 	1942	417	0.6697	0.134270845925	0.32835036921622	no
4398	TCONS_00215685 	1450	726	0.5831	0.0685158946769	0.87531495811765	yes
4399	TCONS_00215686 	2428	201	0.7412	-0.168254514508	0.007742577022848	no
4400	TCONS_00215687 	1021	123	0.8654	-0.105548947965	0.008106994945569	no
4401	TCONS_00215688 	1399	564	0.4882	0.0548494755776	0.45313619810717	yes
4402	TCONS_00215689 	883	306	0.5665	0.0201242223333	0.050721675350082	no
4403	TCONS_00215690 	2083	405	0.6435	0.0718501813649	0.20613117174835	no
4404	TCONS_00215691 	1244	252	1.2005	0.0390740879986	0.19497748256241	no
4405	TCONS_00215692 	1385	462	0.7134	-0.16879881518	0.11314534173777	no
4406	TCONS_00215693 	975	186	0.4645	-0.32379854259	0.001086671315692	no
4407	TCONS_00215694 	1011	255	0.7195	0.189397602267	0.13122402218805	no
4408	TCONS_00215695 	2546	243	0.678	-0.0504309628739	0.021311442988809	no
4409	TCONS_00215696 	1125	174	0.9313	0.0666676368904	0.051285451656217	no
4410	TCONS_00215697 	4090	468	0.5801	0.00620265614229	0.19438496950713	no
4411	TCONS_00215698 	781	165	0.5178	-0.0502620690975	0.006272186177565	no
4412	TCONS_00215699 	691	96	0.4684	-0.129096961201	0.001529023275066	no
4413	TCONS_00215700 	1253	198	0.6386	0.116233041135	0.03702662119728	no
4414	TCONS_00215702 	953	144	0.8282	-0.323085262209	0.002174311387926	no
4415	TCONS_00215703 	1709	393	0.5684	-0.104838232156	0.054270602437781	no
4416	TCONS_00215704 	1898	213	0.4635	0.0310606018104	0.014093064141888	no
4417	TCONS_00215705 	521	123	0.9303	0.0287106745526	0.024454709146025	no
4418	TCONS_00215707 	2743	357	0.61	-0.0411942426667	0.059576664444	no
4419	TCONS_00215708 	1032	168	0.6671	0.0689235874301	0.022050277558286	no
4420	TCONS_00215709 	1817	615	0.6445	0.000575988694203	0.61556312714837	yes
4421	TCONS_00215710 	1605	189	0.8737	0.0608827163276	0.047252628785226	no
4422	TCONS_00215711 	1072	201	0.847	0.0557366233104	0.04928450202713	no
4423	TCONS_00215712 	11492	831	0.6558	0.0942634265177	0.94648034614701	yes
4424	TCONS_00211852 	4032	378	0.6922	-0.174662127471	0.037934071470331	no
4425	TCONS_00215713 	6657	411	0.6256	-0.0130126466955	0.10176135467676	no
4426	TCONS_00215714 	746	351	0.7188	-0.0836238064941	0.066547381258643	no
4427	TCONS_00215715 	1062	315	0.8938	0.130739880989	0.25270881040166	no
4428	TCONS_00215202 	868	255	0.556	-0.0106282979029	0.023756254634159	no
4429	TCONS_00215716 	1055	342	0.7863	-0.104766566146	0.063890878111466	no
4430	TCONS_00215717 	1836	807	0.5641	-0.0777550901929	0.85515995572549	yes
4431	TCONS_00215718 	2351	471	0.5857	0.059175463126	0.28569287112287	no
4432	TCONS_00215719 	3297	408	0.6805	-0.0183764486048	0.1336404279391	no
4433	TCONS_00215720 	1220	462	0.7012	0.0190605762407	0.30006482026012	no
4434	TCONS_00215721 	4335	771	0.4961	0.021745923851	0.8426394799616	yes
4435	TCONS_00215722 	1205	342	0.9458	0.132869690009	0.34897659157254	no
4436	TCONS_00235285 	2745	381	1.0026	-0.201798698028	0.088947082066818	no
4437	TCONS_00235286 	2955	216	0.5661	-0.20027438919	0.0041328908178	no
4438	TCONS_00235287 	8543	540	0.423	-0.149155927493	0.08068684834479	no
4439	TCONS_00235288 	850	105	0.8299	-0.248279184808	0.002364022522615	no
4440	TCONS_00235289 	1357	309	0.6357	-0.423962227025	0.00353912963003	no
4441	TCONS_00235290 	555	129	0.8927	-0.331141341094	0.00219930999057	no
4442	TCONS_00235291 	1105	171	0.5617	-0.112177454173	0.005011467143169	no
4443	TCONS_00235292 	637	171	0.7222	-0.147052841936	0.006769295987981	no
4444	TCONS_00235293 	1653	258	0.5824	-0.0726885069148	0.016991622194686	no
4445	TCONS_00235294 	1181	372	0.5369	-0.183482827999	0.024815015767153	no
4446	TCONS_00235295 	1613	219	0.6773	-0.163671141318	0.008328890601497	no
4447	TCONS_00235296 	824	141	0.7989	-0.0426668265637	0.012199571154518	no
4448	TCONS_00235297 	485	39	0.4693	-0.502945398093	7.11E-05	no
4449	TCONS_00235298 	963	162	0.5898	-0.14683560734	0.003988969210336	no
4450	TCONS_00235299 	910	207	0.527	-0.077287053984	0.008420705793563	no
4451	TCONS_00235300 	1487	264	0.5108	-0.0685953431703	0.015054836202344	no
4452	TCONS_00235301 	974	108	0.7019	-0.347711016461	0.000842089957292	no
4453	TCONS_00235302 	900	78	0.588	-0.583867212469	9.00E-05	no
4454	TCONS_00235303 	1281	156	0.786	-0.369715444875	0.001563122104355	no
4455	TCONS_00235304 	2786	192	0.7077	-0.208963528276	0.004743029115727	no
4456	TCONS_00235305 	971	120	1.1201	-0.415134736353	0.002282824936631	no
4457	TCONS_00235306 	929	78	0.4973	-0.29245502513	0.000462492265859	no
4458	TCONS_00235307 	952	159	0.8081	-0.152724485498	0.007355052656757	no
4459	TCONS_00235310 	1355	144	0.5986	-0.161131734403	0.003002276063779	no
4460	TCONS_00235311 	1440	300	0.5987	-0.162547584855	0.015782434534316	no
4461	TCONS_00235312 	659	165	0.4986	-0.241419895463	0.001691636358319	no
4462	TCONS_00235313 	1295	204	0.8387	-0.0288224735051	0.028606834491607	no
4463	TCONS_00235314 	973	258	1.1053	0.0216973652558	0.14798363191368	no
4464	TCONS_00235315 	1032	315	0.6256	0.0234372650582	0.06701160136274	no
4465	TCONS_00235316 	1715	387	0.7059	-0.0787684249827	0.089556244041967	no
4466	TCONS_00235317 	456	78	1.1314	-0.461031564497	0.001145915980181	no
4467	TCONS_00235318 	936	168	0.7655	-0.158803923647	0.006822420401525	no
4468	TCONS_00235319 	1085	111	0.9245	-0.352460493448	0.001683751748573	no
4469	TCONS_00235320 	1683	207	0.5931	-0.359692683058	0.001543086624303	no
4470	TCONS_00235321 	1202	135	0.5748	0.095398145531	0.01372865583986	no
4471	TCONS_00216758 	947	192	0.5892	-0.278308570475	0.002317763828396	no
4472	TCONS_00235322 	1093	177	0.9648	-0.121780148924	0.01759680964315	no
4473	TCONS_00235323 	659	87	0.5729	-0.0157061289334	0.004070271385516	no
4474	TCONS_00235324 	1734	138	0.7864	-0.0193933785368	0.012525532562557	no
4475	TCONS_00235325 	1796	390	0.7975	0.0331007666198	0.22009119193716	no
4476	TCONS_00235326 	479	345	0.4271	-0.226510114407	0.010461454905698	no
4477	TCONS_00235327 	1002	153	0.7371	-0.277032186921	0.002431759777707	no
4478	TCONS_00235328 	2645	537	0.7896	-0.00409353044901	0.50055956266542	yes
4479	TCONS_00216802 	7908	255	0.9948	-0.181958586774	0.019921447398039	no
4480	TCONS_00216804 	4266	237	0.8058	-0.0119109508876	0.03421069241775	no
4481	TCONS_00235329 	875	228	0.7626	0.159935267916	0.096830989588365	no
4482	TCONS_00235330 	658	93	0.3999	-0.286448150645	0.00042366060913	no
4483	TCONS_00235331 	4231	444	0.5106	-0.149022938509	0.050544145439729	no
4484	TCONS_00235332 	1338	204	0.482	-0.0674660592837	0.007365371948497	no
4485	TCONS_00235333 	578	153	0.937	0.0163607388173	0.031499637106855	no
4486	TCONS_00235334 	775	279	0.4102	-0.24904972691	0.004139628919135	no
4487	TCONS_00235335 	879	216	0.8984	-0.237763094606	0.010332941180257	no
4488	TCONS_00235336 	1875	120	0.4527	-0.18803549529	0.001190163816284	no
4489	TCONS_00235337 	890	249	0.8236	-0.356167217677	0.005363882273994	no
4490	TCONS_00235338 	2056	270	0.8671	-0.0411779895275	0.054677893253722	no
4491	TCONS_00235339 	2743	261	0.5555	-0.314060081153	0.003110652505117	no
4492	TCONS_00235340 	849	99	0.7045	-0.498107960228	0.000287696808763	no
4493	TCONS_00235341 	1248	126	0.7895	-0.213684246039	0.003202333909896	no
4494	TCONS_00235342 	1994	198	0.6208	-0.120696962187	0.00722020208054	no
4495	TCONS_00235343 	1207	156	0.6898	-0.378289789267	0.001097217486341	no
4496	TCONS_00235344 	1490	237	0.5984	-0.110011856774	0.011304340114924	no
4497	TCONS_00235345 	1850	207	0.4714	-0.264018994064	0.001959193527159	no
4498	TCONS_00235346 	282	36	0.9284	-0.326448308482	0.000945200789441	no
4499	TCONS_00235347 	743	81	0.8661	-0.548075010702	0.000284738291157	no
4500	TCONS_00235348 	1025	165	0.7882	-0.0905820701201	0.011021980457973	no
4501	TCONS_00235349 	1039	183	0.8461	-0.226790450315	0.006558520800759	no
4502	TCONS_00235350 	857	216	0.6158	-0.271826183506	0.003424016070791	no
4503	TCONS_00235351 	483	231	0.718	-0.320671313526	0.004110804957702	no
4504	TCONS_00235352 	947	183	0.7147	-0.234869437289	0.004147813341179	no
4505	TCONS_00235353 	683	369	0.7379	-0.152198458656	0.055446712515139	no
4506	TCONS_00235354 	834	303	0.6117	0.0222352293073	0.057170118458254	no
4507	TCONS_00235355 	1136	255	0.5789	0.131675906447	0.061766822824526	no
4508	TCONS_00235356 	949	168	0.7263	-0.15695971557	0.006105307738428	no
4509	TCONS_00235357 	963	243	0.4828	-0.119660455067	0.008152497448914	no
4510	TCONS_00235358 	784	96	1.0044	-0.180364190064	0.005814056569174	no
4511	TCONS_00235359 	2166	255	1.1082	-0.139402683286	0.051665381711873	no
4512	TCONS_00235360 	842	294	0.5636	-0.0420241166116	0.030001639173419	no
4513	TCONS_00235361 	2168	309	0.6711	-0.0450112188154	0.04409373428555	no
4514	TCONS_00217720 	2154	216	0.4784	-0.0890423258434	0.006846508705647	no
4515	TCONS_00217723 	1228	231	0.5373	-0.202234233326	0.004863950679081	no
4516	TCONS_00217724 	1206	246	0.7321	-0.157567093397	0.014055967056189	no
4517	TCONS_00217728 	957	168	0.5652	-0.25651499253	0.00191439854714	no
4518	TCONS_00217730 	1164	231	0.5373	-0.202234233326	0.00488279622735	no
4519	TCONS_00217731 	282	69	0.6262	-0.181140465316	0.001363287273698	no
4520	TCONS_00217732 	875	207	0.3981	-0.243110147324	0.001895611926121	no
4521	TCONS_00235362 	2690	231	0.7162	-0.143799436492	0.011408855301742	no
4522	TCONS_00217893 	788	258	0.8752	0.0293125185075	0.082265551035616	no
4523	TCONS_00217894 	862	177	0.4858	-0.0570759282723	0.006144423768298	no
4524	TCONS_00235363 	1131	144	0.6701	0.0450864302798	0.014692994327845	no
4525	TCONS_00235364 	696	228	0.9061	-0.150650084719	0.021418947774663	no
4526	TCONS_00235365 	2141	306	0.5162	-0.0816027384186	0.021135899615883	no
4527	TCONS_00235366 	676	237	0.8642	-0.14251672507	0.021854409570265	no
4528	TCONS_00235367 	704	144	0.9918	-0.0811520942286	0.017944343412555	no
4529	TCONS_00235368 	1258	126	0.8386	-0.271927732443	0.002543785628588	no
4530	TCONS_00235369 	798	87	0.8174	0.150432251918	0.025499168301995	no
4531	TCONS_00235370 	1219	222	0.628	-0.194114662328	0.006186358451631	no
4532	TCONS_00235371 	937	303	0.728	-0.127266177411	0.031347396061863	no
4533	TCONS_00235372 	1308	369	0.4794	-0.156929192746	0.023737677108047	no
4534	TCONS_00235373 	941	153	0.6636	-0.496686317447	0.000455258368342	no
4535	TCONS_00235374 	1578	192	0.7512	-0.0486010517159	0.016667000318922	no
4536	TCONS_00235375 	698	123	0.6186	0.0123806303403	0.008292426231273	no
4537	TCONS_00235376 	1819	207	1.0864	-0.237023044027	0.015971654995273	no
4538	TCONS_00235377 	756	267	0.7479	-0.311613883843	0.006939051511983	no
4539	TCONS_00235378 	15777	330	0.5766	-0.112892651766	0.011882752101406	no
4540	TCONS_00235379 	3383	249	0.8456	0.00885420238753	0.052406142046336	no
4541	TCONS_00235380 	1175	99	0.5706	-0.260033701043	0.000891294266722	no
4542	TCONS_00235381 	806	108	0.7931	-0.272650945756	0.001857889898846	no
4543	TCONS_00235382 	2237	345	0.6375	-0.18975501061	0.022920328202816	no
4544	TCONS_00235383 	818	270	0.4273	-0.339428848129	0.002180728637483	no
4545	TCONS_00235384 	797	117	0.5121	-0.023381395132	0.004382683448393	no
4546	TCONS_00235385 	689	102	0.7796	-0.0221920240957	0.008723313273513	no
4547	TCONS_00235386 	1250	141	0.5072	-0.133653187729	0.00263249790453	no
4548	TCONS_00228784 	735	99	1.1664	-0.3510161256	0.003256112555686	no
4549	TCONS_00219290 	16205	600	0.5156	0.0268248812157	0.3107262120141	no
4550	TCONS_00219291 	9484	600	0.5156	0.0268248812157	0.40404543526297	yes
4551	TCONS_00219293 	655	240	0.7459	-0.00444269638713	0.038139757512762	no
4552	TCONS_00235387 	1331	267	0.6581	0.0963437021715	0.069968816595386	no
4553	TCONS_00235388 	577	165	1.0487	0.0914776329846	0.079507288043728	no
4554	TCONS_00235389 	2463	198	0.758	-0.322636352767	0.002859281464791	no
4555	TCONS_00235390 	1810	327	0.8708	-0.107486481854	0.066295596124079	no
4556	TCONS_00235391 	1002	138	0.977	0.0798501645788	0.044411494194993	no
4557	TCONS_00219732 	246	36	0.834	-0.40574503526	0.000417363949711	no
4558	TCONS_00235392 	2766	174	0.422	-0.260661441147	0.001136449230509	no
4559	TCONS_00235393 	4055	282	0.4037	-0.131279457486	0.007446230934558	no
4560	TCONS_00235394 	1148	219	0.7134	-0.0659143224853	0.018117945258625	no
4561	TCONS_00235395 	1071	231	0.5189	-0.196756501183	0.004805672082315	no
4562	TCONS_00235396 	3001	258	0.801	-0.174303776589	0.015924799674273	no
4563	TCONS_00235397 	975	84	0.5671	-0.0165909702094	0.003774692251999	no
4564	TCONS_00235398 	1289	207	0.5903	-0.0647637970168	0.010878294867767	no
4565	TCONS_00235399 	827	144	0.7298	-0.343136823853	0.001409973313072	no
4566	TCONS_00235400 	1106	201	0.6792	-0.178881566622	0.006445263253158	no
4567	TCONS_00235401 	1049	174	0.8884	-0.0303469371808	0.024401424321163	no
4568	TCONS_00235402 	1403	207	0.7905	-0.109493834677	0.015019407105242	no
4569	TCONS_00235403 	1478	126	0.6126	-0.294190563686	0.001066843791815	no
4570	TCONS_00235404 	579	171	0.6112	-0.202710032682	0.003330573592392	no
4571	TCONS_00235405 	853	90	0.6331	-0.281480381785	0.000871061392841	no
4572	TCONS_00235406 	1367	96	1.0344	0.256849279359	0.10010065720053	no
4573	TCONS_00235407 	2394	219	0.4613	-0.228635683552	0.002639114854737	no
4574	TCONS_00235408 	1170	150	0.8558	-0.298363471164	0.002937571527589	no
4575	TCONS_00235409 	3797	162	0.5102	-0.220584036887	0.001610946081431	no
4576	TCONS_00235410 	1167	273	0.7376	-0.162189043957	0.018532836863578	no
4577	TCONS_00235411 	2485	369	0.5237	-0.070289587728	0.044069743312893	no
4578	TCONS_00235412 	3354	183	0.5148	-0.13538159749	0.003690191388485	no
4579	TCONS_00235413 	1344	117	0.6886	-0.238860716079	0.001784107312472	no
4580	TCONS_00235414 	706	246	0.8821	-0.104848586574	0.03226955740245	no
4581	TCONS_00235415 	825	90	0.9179	0.0930681686382	0.024711584406733	no
4582	TCONS_00235416 	770	66	0.5784	-0.308242639324	0.000476803712954	no
4583	TCONS_00229986 	1402	267	0.7167	-0.311893731776	0.006043394426556	no
4584	TCONS_00235417 	1024	168	0.8189	-0.024745907945	0.019205862341228	no
4585	TCONS_00235418 	790	105	0.9294	-0.191473739514	0.004708335066433	no
4586	TCONS_00235419 	1093	231	0.3494	-0.145475474704	0.003956396276357	no
4587	TCONS_00235420 	807	126	0.4821	-0.0704104606388	0.003224430476714	no
4588	TCONS_00235421 	1062	90	0.5704	-0.463162963691	0.000212965559683	no
4589	TCONS_00235422 	891	105	0.6113	-0.00505225652111	0.005890826419864	no
4590	TCONS_00235423 	782	162	0.6401	-0.165684687567	0.004170063145612	no
4591	TCONS_00235424 	2560	153	0.8919	-0.234068036039	0.004766988670956	no
4592	TCONS_00220490 	755	120	0.688	-0.245037354704	0.001830161512648	no
4593	TCONS_00235426 	1901	174	0.7876	-0.185718701393	0.006164989793023	no
4594	TCONS_00235427 	4041	183	0.5373	-0.301093989778	0.001275033236575	no
4595	TCONS_00235428 	1030	327	0.5207	-0.119559484299	0.02237056321449	no
4596	TCONS_00235429 	469	129	0.9034	-0.443922240059	0.001087050827275	no
4597	TCONS_00235430 	2817	213	0.5208	-0.323211232079	0.001558133639821	no
4598	TCONS_00235431 	1530	177	0.3968	-0.273532487732	0.001073899991969	no
4599	TCONS_00235432 	2130	156	0.4845	-0.41468675693	0.00042829279887	no
4600	TCONS_00230309 	4297	165	0.632	-0.249177598456	0.001959032949601	no
4601	TCONS_00235433 	1367	183	0.6799	-0.29082252715	0.002509180702577	no
4602	TCONS_00235434 	1789	288	0.3967	-0.230990826093	0.00463050678236	no
4603	TCONS_00235435 	1478	147	0.6084	-0.617867008045	0.000156047960826	no
4604	TCONS_00235436 	933	192	1.0174	-0.0537399089907	0.037837049849025	no
4605	TCONS_00235437 	1245	219	0.4488	-0.292746012856	0.001783374344362	no
4606	TCONS_00235438 	2084	192	0.711	-0.311292518656	0.002550393383438	no
4607	TCONS_00235439 	767	177	0.5006	-0.133465544302	0.003918437027907	no
4608	TCONS_00220626 	3086	216	0.71	-0.310178220046	0.003122175073166	no
4609	TCONS_00220627 	4247	216	0.71	-0.310178220046	0.002910276853098	no
4610	TCONS_00230343 	1585	144	0.7847	-0.498013871621	0.000575973510175	no
4611	TCONS_00230339 	3149	165	0.6261	-0.309786049121	0.001382690800825	no
4612	TCONS_00230340 	3445	165	0.6261	-0.309786049121	0.001358095564642	no
4613	TCONS_00230341 	3445	165	0.6261	-0.309786049121	0.001358095564642	no
4614	TCONS_00230342 	3088	165	0.6261	-0.309786049121	0.001387814428891	no
4615	TCONS_00235440 	1012	174	0.7643	-0.081972606049	0.011927196397863	no
4616	TCONS_00235441 	4316	369	0.5689	-0.229525972111	0.016343910723824	no
4617	TCONS_00220628 	2316	228	0.7806	-0.352972917327	0.00350402510822	no
4618	TCONS_00220629 	3209	228	0.7806	-0.352972917327	0.003319704048261	no
4619	TCONS_00235442 	1991	123	0.7949	-0.251234301138	0.002354258057977	no
4620	TCONS_00235443 	7434	219	0.822	-0.352808630832	0.002658757893136	no
4621	TCONS_00235444 	5598	204	0.8201	-0.36059170291	0.002387097692301	no
4622	TCONS_00235445 	900	177	0.7579	-0.156264082118	0.007477777549763	no
4623	TCONS_00235446 	883	93	0.7969	-0.357328747898	0.000910645017065	no
4624	TCONS_00235447 	975	156	0.6353	-0.190620892541	0.003230265336354	no
4625	TCONS_00220698 	5782	273	0.6294	-0.0467840497093	0.021295704553425	no
4626	TCONS_00235448 	2747	417	0.5379	-0.0491783962423	0.083949393503718	no
4627	TCONS_00235449 	1364	129	0.8757	0.0915043689946	0.031387715223339	no
4628	TCONS_00235450 	873	228	0.6752	-0.0762960136861	0.016838049982861	no
4629	TCONS_00235451 	1591	171	0.4859	-0.213865204219	0.00196546347483	no
4630	TCONS_00230400 	2634	222	0.666	-0.125159834122	0.010046288321623	no
4631	TCONS_00235452 	1554	147	0.8631	-0.0995119980983	0.010486358980742	no
4632	TCONS_00220700 	818	144	0.811	-0.175242235022	0.005494023782162	no
4633	TCONS_00235453 	3312	291	0.4588	-0.0637188556903	0.015813254481793	no
4634	TCONS_00235454 	726	156	0.7235	-0.208005456008	0.003855094916144	no
4635	TCONS_00230429 	968	180	0.8076	-0.273452747801	0.004162017338149	no
4636	TCONS_00235455 	1480	180	0.7574	0.149598952077	0.05349330633087	no
4637	TCONS_00220703 	917	144	0.811	-0.175242235022	0.005461277343093	no
4638	TCONS_00220704 	637	309	0.6661	-0.109282991412	0.031570794526089	no
4639	TCONS_00235456 	3810	315	0.536	-0.169859882671	0.012617703077612	no
4640	TCONS_00235457 	1816	138	0.7808	-0.0113260663143	0.012910862792838	no
4641	TCONS_00235458 	702	174	0.791	-0.0249618582529	0.019118189001377	no
4642	TCONS_00235459 	1202	180	0.7473	-0.203571508533	0.005378968073722	no
4643	TCONS_00235460 	402	114	0.7229	-0.273557445366	0.001620167903042	no
4644	TCONS_00235461 	1490	90	0.5592	-0.52553888775	0.000132714407134	no
4645	TCONS_00235462 	449	96	1.0465	-0.284637110665	0.003410481721463	no
4646	TCONS_00235463 	901	81	0.9302	0.0248757736667	0.014935419432113	no
4647	TCONS_00235464 	637	111	0.6761	-0.231266823983	0.001764486297934	no
4648	TCONS_00235465 	5438	303	0.4005	-0.240710843022	0.004143464997186	no
4649	TCONS_00235466 	2003	216	0.5109	-0.134301439256	0.005682386370402	no
4650	TCONS_00235467 	490	96	0.6693	-0.307460679676	0.00089677300359	no
4651	TCONS_00230546 	1534	147	0.458	-0.344364170725	0.000589673024249	no
4652	TCONS_00235468 	3557	333	0.3442	-0.281597024003	0.004109444944526	no
4653	TCONS_00235469 	4263	513	0.5201	-0.185377630965	0.083236783912567	no
4654	TCONS_00235470 	1950	180	0.6041	-0.114814940994	0.005886442762259	no
4655	TCONS_00235471 	641	177	0.6811	-0.325585989471	0.001961996542451	no
4656	TCONS_00235472 	1613	108	0.741	-0.241969462905	0.001839212412905	no
4657	TCONS_00235475 	2170	183	0.67	-0.201256017495	0.004177771843017	no
4658	TCONS_00235476 	975	135	1.0912	-0.414854009341	0.002455239669054	no
4659	TCONS_00235477 	1249	225	0.5808	-0.216945628809	0.004736872738971	no
4660	TCONS_00235478 	2914	231	0.4314	-0.189267572467	0.003434235078136	no
4661	TCONS_00235479 	2218	186	0.5366	-0.233605161014	0.00228981895415	no
4662	TCONS_00235480 	4851	192	0.4353	-0.203993739776	0.001842544177269	no
4663	TCONS_00235481 	1634	117	0.6504	-0.343824956639	0.000778235123512	no
4664	TCONS_00235482 	944	159	0.7715	-0.250660084013	0.003449364399559	no
4665	TCONS_00235483 	884	225	0.7338	-0.413134356213	0.002150128912725	no
4666	TCONS_00235484 	742	96	0.3968	-0.323297920013	0.000338090712514	no
4667	TCONS_00235485 	1630	135	0.6634	-0.431369799524	0.000552770348665	no
4668	TCONS_00235486 	717	99	0.978	0.0535508750933	0.025489271671184	no
4669	TCONS_00235487 	459	0	0	0	0.000296026476206	no
4670	TCONS_00235488 	523	90	0.9159	-0.541298922524	0.000388905947551	no
4671	TCONS_00235489 	451	297	0.5942	-0.129349004565	0.019834847949008	no
4672	TCONS_00235490 	1827	189	0.5679	-0.42350194735	0.000763941799345	no
4673	TCONS_00235491 	2973	291	0.64	-0.34021690028	0.004648154690047	no
4674	TCONS_00221587 	1732	186	0.5965	-0.198032643398	0.003595707816217	no
4675	TCONS_00235492 	992	225	0.6894	-0.242692456658	0.005704373307433	no
4676	TCONS_00235493 	1355	189	0.8532	-0.2637286048	0.005506516165375	no
4677	TCONS_00235494 	1260	363	0.6559	0.0889956225498	0.1679308902631	no
4678	TCONS_00235495 	896	378	0.5705	-0.153971197736	0.035964883503621	no
4679	TCONS_00235496 	2160	309	0.5916	0.00850215663448	0.048692038691909	no
4680	TCONS_00235497 	1075	132	0.4949	-0.24377131552	0.001124197651856	no
4681	TCONS_00235498 	629	18	0.521	-0.634459119511	2.77E-05	no
4682	TCONS_00235499 	1677	132	0.848	-0.124594202558	0.007175870750848	no
4683	TCONS_00235500 	1508	162	0.619	-0.225310970594	0.002523198307856	no
4684	TCONS_00235501 	1548	288	0.4342	-0.144156342719	0.009334394546611	no
4685	TCONS_00235502 	787	273	0.8954	0.150553378391	0.20008461011408	no
4686	TCONS_00235503 	4707	465	0.5243	-0.0485841506751	0.11622117049111	no
4687	TCONS_00235504 	762	171	0.7491	-0.136995162027	0.007804405555168	no
4688	TCONS_00235505 	964	180	0.47	-0.0875082138457	0.004915786545859	no
4689	TCONS_00235506 	830	159	0.6862	0.0959665130849	0.025615401134438	no
4690	TCONS_00231679 	1979	333	0.6077	-0.105462371495	0.032179680897433	no
4691	TCONS_00235507 	1541	663	0.5374	0.0766358391457	0.76353440122826	yes
4692	TCONS_00235508 	1083	306	0.6703	0.0522206810612	0.082910559659885	no
4693	TCONS_00235509 	773	99	0.9002	0.230041651573	0.061442016497154	no
4694	TCONS_00235510 	1504	228	1.048	-0.0393202590129	0.063566266761156	no
4695	TCONS_00221770 	4528	459	0.7245	0.0369353215706	0.29130454403038	no
4696	TCONS_00235511 	427	201	0.9217	-0.0879740894546	0.025716225108114	no
4697	TCONS_00231710 	3861	390	0.5453	-0.0170743994306	0.074868818157066	no
4698	TCONS_00221823 	786	171	0.7049	-0.0471611948242	0.012219357773877	no
4699	TCONS_00235512 	1382	300	0.6045	-0.103875704933	0.023572347931259	no
